Answer1: 6’2/9
Answer8441: 2
Answer8442: 10’2/3
Answer8443: 45
Answer8444: 1’2/3
Answer8445: 14
Answer8446: 9
Answer8447: 14
Answer8448: 8
Answer8449: 15
Answer8450: 11’3/7
Answer8451: 54
Answer8452: 19
Answer8453: 72
Answer8454: 3
Answer8455: 1/10
Answer8456: 30
Answer8457: 1/9
Answer8458: 42
Answer8459: 25
Answer8460: 4
Answer8461: 46
Answer8462: 1/5
Answer8463: 7’1/2
Answer8464: 12’1/2
Answer8465: 14
Answer8466: 18
Answer8467: 1’1/10
Answer8468: 119
Answer8469: 8
Answer8470: 1’2/3
Answer8471: 8’3/4
Answer8472: 4
Answer8473: 17
Answer8474: 2’2/3
Answer8475: 5
Answer8476: 27
Answer8477: 2/9
Answer8478: 42
Answer8479: 3/10
Answer8480: 24
Answer8481: 2
Answer8482: 50
Answer8483: 100
Answer8484: 1’1/5
Answer8485: 2’5/6
Answer8486: 37
Answer8487: 1’3/4
Answer8488: 6
Answer8489: 60
Answer8490: 10’1/3
Answer8491: 2/3
Answer8492: 3
Answer8493: 6’1/2
Answer8494: 15
Answer8495: 7’1/2
Answer8496: 1/6
Answer8497: 38
Answer8498: 10’2/3
Answer8499: 90
Answer8500: 5/6
Answer8501: 12
Answer8502: 3
Answer8503: 9’1/3
Answer8504: 3’1/2
Answer8505: 9
Answer8506: 3’1/2
Answer8507: 51
Answer8508: 14
Answer8509: 281
Answer8510: 13
Answer8511: 3
Answer8512: 33
Answer8513: 2’2/3
Answer8514: 9
Answer8515: 56
Answer8516: 7
Answer8517: 5/36
Answer8518: 4/5
Answer8519: 18
Answer8520: 16
Answer8521: 1/2
Answer8522: 12
Answer8523: 13
Answer8524: 50
Answer8525: 8
Answer8526: 1
Answer8527: 40’1/2
Answer8528: 1
Answer8529: 4
Answer8530: 16
Answer8531: 4/5
Answer8532: 1/9
Answer8533: 12’1/2
Answer8534: 7
Answer8535: 120
Answer8536: 14
Answer8537: 8’3/4
Answer8538: 7
Answer8539: 6’4/7
Answer8540: 1/2
Answer8541: 48
Answer8542: 2
Answer8543: 7
Answer8544: 11
Answer8545: 9
Answer8546: 4’2/7
Answer8547: 13
Answer8548: 3/4
Answer8549: 4/9
Answer8550: 1/10
Answer8551: 7’1/5
Answer8552: 14’1/4
Answer8553: 60
Answer8554: 144
Answer8555: 1’1/4
Answer8556: 3/10
Answer8557: 8
Answer8558: 5
Answer8559: 1/2
Answer8560: 16
Answer8561: 9
Answer8562: 15
Answer8563: 109
Answer8564: 17
Answer8565: 2’5/7
Answer8566: 9
Answer8567: 2/3
Answer8568: 3/14
Answer8569: 3
Answer8570: 7
Answer8571: 5’1/2
Answer8572: 8
Answer8573: 10
Answer8574: 1
Answer8575: 3’1/2
Answer8576: 26’2/3
Answer8577: 5/17
Answer8578: 11’1/2
Answer8579: 6/7
Answer8580: 13
Answer8581: 15
Answer8582: 11
Answer8583: 8
Answer8584: 6
Answer8585: 8
Answer8586: 350
Answer8587: 2’1/7
Answer8588: 1’1/3
Answer8589: 1/7
Answer8590: 1’1/3
Answer8591: 1/6
Answer8592: 6’6/7
Answer8593: 9
Answer8594: 12
Answer8595: 23’1/3
Answer8596: 7
Answer8597: 24
Answer8598: 7
Answer8599: 16
Answer8600: 40
Answer8601: 7
Answer8602: 37
Answer8603: 7
Answer8604: 81
Answer8605: 4’2/3
Answer8606: 12
Answer8607: 7
Answer8608: 70
Answer8609: 139
Answer8610: 1’2/5
Answer8611: 49
Answer8612: 19
Answer8613: 14
Answer8614: 6’1/4
Answer8615: 24
Answer8616: 10
Answer8617: 3
Answer8618: 60
Answer8619: 16
Answer8620: 5’5/6
Answer8621: 5’1/6
Answer8622: 18
Answer8623: 3’2/5
Answer8624: 2/3
Answer8625: 9
Answer8626: 18
Answer8627: 10
Answer8628: 5/9
Answer8629: 18
Answer8630: 1’1/2
Answer8631: 14’2/5
Answer8632: 75
Answer8633: 15
Answer8634: 2’1/8
Answer8635: 9’1/4
Answer8636: 19
Answer8637: 2’2/49
Answer8638: 6
Answer8639: 19’1/2
Answer8640: 11’1/3
Answer8641: 1’4/5
Answer8642: 1’1/2
Answer8643: 45
Answer8644: 9’3/5
Answer8645: 1
Answer8646: 28
Answer8647: 23
Answer8648: 54
Answer8649: 6
Answer8650: 2
Answer8651: 27
Answer8652: 5’3/5
Answer8653: 6
Answer8654: 4/5
Answer8655: 7
Answer8656: 16’1/4
Answer8657: 5
Answer8658: 10
Answer8659: 17
Answer8660: 1’5/7
Answer8661: 10
Answer8662: 98
Answer8663: 4
Answer8664: 5/8
Answer8665: 4/7
Answer8666: 2
Answer8667: 7’3/7
Answer8668: 4’4/5
Answer8669: 6
Answer8670: 7
Answer8671: 7/9
Answer8672: 1
Answer8673: 4/5
Answer8674: 8
Answer8675: 43’1/7
Answer8676: 8
Answer8677: 3
Answer8678: 5/6
Answer8679: 9/10
Answer8680: 2
Answer8681: 1
Answer8682: 96
Answer8683: 2
Answer8684: 1’1/5
Answer8685: 1’1/4
Answer8686: 8’1/8
Answer8687: 1/7
Answer8688: 14
Answer8689: 79
Answer8690: 3
Answer8691: 63’2/3
Answer8692: 12
Answer8693: 9’3/5
Answer8694: 80
Answer8695: 2
Answer8696: 12
Answer8697: 34
Answer8698: 8
Answer8699: 3’1/7
Answer8700: 3
Answer8701: 30
Answer8702: 30
Answer8703: 15
Answer8704: 15
Answer8705: 6
Answer8706: 19
Answer8707: 8’3/7
Answer8708: 2’29/30
Answer8709: 12
Answer8710: 4’2/5
Answer8711: 16
Answer8712: 7
Answer8713: 5’1/2
Answer8714: 6
Answer8715: 11
Answer8716: 63
Answer8717: 1’1/7
Answer8718: 5’1/2
Answer8719: 6/23
Answer8720: 1
Answer8721: 90
Answer8722: 360
Answer8723: 18
Answer8724: 5
Answer8725: 36
Answer8726: 8’1/7
Answer8727: 32
Answer8728: 3
Answer8729: 16
Answer8730: 45
Answer8731: 8’2/7
Answer8732: 2
Answer8733: 15
Answer8734: 14
Answer8735: 5’1/5
Answer8736: 400
Answer8737: 18
Answer8738: 4
Answer8739: 90
Answer8740: 63
Answer8741: 8
Answer8742: 34
Answer8743: 16
Answer8744: 25
Answer8745: 2
Answer8746: 10
Answer8747: 70
Answer8748: 30
Answer8749: 1/8
Answer8750: 2’21/25
Answer8751: 80
Answer8752: 4
Answer8753: 6/7
Answer8754: 400
Answer8755: 28’2/3
Answer8756: 42
Answer8757: 22
Answer8758: 8
Answer8759: 10
Answer8760: 54
Answer8761: 14
Answer8762: 1’3/4
Answer8763: 42
Answer8764: 15
Answer8765: 6
Answer8766: 4/7
Answer8767: 4
Answer8768: 1/4
Answer8769: 37
Answer8770: 80
Answer8771: 1’1/7
Answer8772: 10
Answer8773: 2’5/7
Answer8774: 3/11
Answer8775: 189
Answer8776: 1/6
Answer8777: 9/10
Answer8778: 7
Answer8779: 36
Answer8780: 9
Answer8781: 49
Answer8782: 16’2/3
Answer8783: 3/7
Answer8784: 89
Answer8785: 25
Answer8786: 7
Answer8787: 8’1/4
Answer8788: 1/5
Answer8789: 2
Answer8790: 19
Answer8791: 16
Answer8792: 264
Answer8793: 9
Answer8794: 20
Answer8795: 5/6
Answer8796: 4’1/5
Answer8797: 11
Answer8798: 1’2/3
Answer8799: 12
Answer8800: 5
Answer8801: 1’1/2
Answer8802: 1’4/5
Answer8803: 3
Answer8804: 70
Answer8805: 8
Answer8806: 2’4/5
Answer8807: 5
Answer8808: 10’1/4
Answer8809: 16
Answer8810: 48
Answer8811: 36
Answer8812: 5’7/9
Answer8813: 3/40
Answer8814: 9
Answer8815: 6’1/9
Answer8816: 83
Answer8817: 5
Answer8818: 1/2
Answer8819: 1/6
Answer8820: 7
Answer8821: 4/39
Answer8822: 8’1/2
Answer8823: 6
Answer8824: 3’3/10
Answer8825: 10
Answer8826: 1
Answer8827: 3/7
Answer8828: 3
Answer8829: 30
Answer8830: 9
Answer8831: 1/7
Answer8832: 1
Answer8833: 2/3
Answer8834: 10
Answer8835: 40
Answer8836: 1
Answer8837: 2’1/2
Answer8838: 42
Answer8839: 1/18
Answer8840: 1/2
Answer8841: 15/16
Answer8842: 5/8
Answer8843: 72
Answer8844: 14
Answer8845: 15
Answer8846: 4’1/5
Answer8847: 1/3
Answer8848: 39
Answer8849: 63
Answer8850: 1’1/7
Answer8851: 27
Answer8852: 1’1/3
Answer8853: 14
Answer8854: 13
Answer8855: 1/3
Answer8856: 96
Answer8857: 10
Answer8858: 33
Answer8859: 2/9
Answer8860: 2
Answer8861: 1/3
Answer8862: 10’3/4
Answer8863: 2’6/7
Answer8864: 37
Answer8865: 1’3/4
Answer8866: 42
Answer8867: 8
Answer8868: 1
Answer8869: 24
Answer8870: 30
Answer8871: 1’1/3
Answer8872: 5
Answer8873: 198
Answer8874: 1
Answer8875: 49
Answer8876: 7’7/8
Answer8877: 3
Answer8878: 169
Answer8879: 3’2/7
Answer8880: 13’1/2
Answer8881: 2’1/4
Answer8882: 13
Answer8883: 8
Answer8884: 9
Answer8885: 126
Answer8886: 11’2/3
Answer8887: 1’1/5
Answer8888: 1/4
Answer8889: 10
Answer8890: 10
Answer8891: 8
Answer8892: 15
Answer8893: 11
Answer8894: 6
Answer8895: 20
Answer8896: 13’1/2
Answer8897: 12
Answer8898: 20
Answer8899: 12’1/2
Answer8900: 1’7/12
Answer8901: 63
Answer8902: 26’2/3
Answer8903: 32
Answer8904: 14
Answer8905: 11
Answer8906: 78
Answer8907: 4’2/3
Answer8908: 1/6
Answer8909: 10
Answer8910: 150
Answer8911: 12
Answer8912: 8’3/4
Answer8913: 4/5
Answer8914: 40
Answer8915: 1’2/7
Answer8916: 6’1/4
Answer8917: 1
Answer8918: 1/9
Answer8919: 1’3/7
Answer8920: 7
Answer8921: 6
Answer8922: 481
Answer8923: 7
Answer8924: 13’1/3
Answer8925: 3
Answer8926: 240
Answer8927: 7
Answer8928: 1’1/3
Answer8929: 7
Answer8930: 1/50
Answer8931: 39
Answer8932: 13
Answer8933: 16
Answer8934: 3
Answer8935: 22
Answer8936: 5’1/6
Answer8937: 6
Answer8938: 11
Answer8939: 48
Answer8940: 16
Answer8941: 13
Answer8942: 4’1/30
Answer8943: 5/36
Answer8944: 4/27
Answer8945: 1’1/2
Answer8946: 1’5/27
Answer8947: 1’1/4
Answer8948: 1
Answer8949: 56
Answer8950: 8’3/5
Answer8951: 35
Answer8952: 1/2
Answer8953: 14
Answer8954: 5/6
Answer8955: 28
Answer8956: 40
Answer8957: 12
Answer8958: 2
Answer8959: 3/4
Answer8960: 4
Answer8961: 8
Answer8962: 70
Answer8963: 2
Answer8964: 21
Answer8965: 1/12
Answer8966: 30
Answer8967: 2’1/3
Answer8968: 12
Answer8969: 20
Answer8970: 31
Answer8971: 42
Answer8972: 3/10
Answer8973: 60
Answer8974: 32
Answer8975: 64
Answer8976: 8
Answer8977: 1/20
Answer8978: 8’2/5
Answer8979: 27
Answer8980: 1
Answer8981: 15
Answer8982: 20
Answer8983: 7
Answer8984: 15
Answer8985: 61’4/5
Answer8986: 11
Answer8987: 50
Answer8988: 12
Answer8989: 49
Answer8990: 8
Answer8991: 59
Answer8992: 1/4
Answer8993: 22
Answer8994: 2’13/18
Answer8995: 5’4/5
Answer8996: 22
Answer8997: 12
Answer8998: 13’2/3
Answer8999: 15
Answer9000: 25
Answer9001: 4’1/4
Answer9002: 17
Answer9003: 19
Answer9004: 18
Answer9005: 49
Answer9006: 6
Answer9007: 5
Answer9008: 1/3
Answer9009: 9/80
Answer9010: 8/45
Answer9011: 6
Answer9012: 20
Answer9013: 16
Answer9014: 16
Answer9015: 4
Answer9016: 2/3
Answer9017: 42
Answer9018: 5/42
Answer9019: 108
Answer9020: 21
Answer9021: 4
Answer9022: 9/50
Answer9023: 9
Answer9024: 3/10
Answer9025: 1/10
Answer9026: 1’4/5
Answer9027: 17
Answer9028: 1’3/7
Answer9029: 46
Answer9030: 21
Answer9031: 36
Answer9032: 3
Answer9033: 60
Answer9034: 5’2/3
Answer9035: 7/8
Answer9036: 4
Answer9037: 10
Answer9038: 102
Answer9039: 11
Answer9040: 4
Answer9041: 5
Answer9042: 1/2
Answer9043: 14
Answer9044: 4
Answer9045: 6
Answer9046: 1/3
Answer9047: 2
Answer9048: 40
Answer9049: 1’13/20
Answer9050: 7’5/7
Answer9051: 2
Answer9052: 6
Answer9053: 2/5
Answer9054: 20
Answer9055: 14
Answer9056: 1/24
Answer9057: 3
Answer9058: 4/5
Answer9059: 7/810
Answer9060: 13
Answer9061: 72
Answer9062: 6
Answer9063: 11
Answer9064: 28
Answer9065: 3/7
Answer9066: 20
Answer9067: 3
Answer9068: 9
Answer9069: 35
Answer9070: 32
Answer9071: 6’2/3
Answer9072: 1/2
Answer9073: 8
Answer9074: 1
Answer9075: 8’3/7
Answer9076: 27
Answer9077: 1/2
Answer9078: 15
Answer9079: 3/14
Answer9080: 1
Answer9081: 2
Answer9082: 50
Answer9083: 10
Answer9084: 5
Answer9085: 1’1/2
Answer9086: 9’3/4
Answer9087: 39
Answer9088: 9
Answer9089: 101
Answer9090: 5
Answer9091: 11
Answer9092: 13
Answer9093: 12
Answer9094: 40
Answer9095: 4/5
Answer9096: 1/2
Answer9097: 2
Answer9098: 28
Answer9099: 60
Answer9100: 1/3
Answer9101: 11’1/2
Answer9102: 13’1/3
Answer9103: 50
Answer9104: 3’2/9
Answer9105: 1/5
Answer9106: 2/3
Answer9107: 1
Answer9108: 177
Answer9109: 20
Answer9110: 16
Answer9111: 11
Answer9112: 8
Answer9113: 21
Answer9114: 23
Answer9115: 1
Answer9116: 15
Answer9117: 45
Answer9118: 11
Answer9119: 5
Answer9120: 1
Answer9121: 6
Answer9122: 1’1/2
Answer9123: 16
Answer9124: 5
Answer9125: 1
Answer9126: 1’1/7
Answer9127: 5
Answer9128: 1/7
Answer9129: 1’1/3
Answer9130: 10
Answer9131: 256
Answer9132: 2/75
Answer9133: 2
Answer9134: 1’3/5
Answer9135: 18’4/7
Answer9136: 5
Answer9137: 84
Answer9138: 3/8
Answer9139: 63
Answer9140: 100’1/6
Answer9141: 3’1/3
Answer9142: 27
Answer9143: 336
Answer9144: 1
Answer9145: 11
Answer9146: 3
Answer9147: 2
Answer9148: 9
Answer9149: 4/9
Answer9150: 2
Answer9151: 10
Answer9152: 360
Answer9153: 52
Answer9154: 6
Answer9155: 12
Answer9156: 48
Answer9157: 10
Answer9158: 1’1/4
Answer9159: 9
Answer9160: 4’1/2
Answer9161: 116’2/3
Answer9162: 1/9
Answer9163: 14
Answer9164: 65
Answer9165: 5/7
Answer9166: 14
Answer9167: 8
Answer9168: 3
Answer9169: 9
Answer9170: 23
Answer9171: 7/45
Answer9172: 1
Answer9173: 1
Answer9174: 26
Answer9175: 64
Answer9176: 3’1/3
Answer9177: 2’4/5
Answer9178: 1
Answer9179: 200
Answer9180: 448
Answer9181: 1’2/3
Answer9182: 4
Answer9183: 126
Answer9184: 1/2
Answer9185: 48
Answer9186: 3/7
Answer9187: 3/10
Answer9188: 41
Answer9189: 1/9
Answer9190: 4/5
Answer9191: 8
Answer9192: 2
Answer9193: 32
Answer9194: 2’1/2
Answer9195: 1’1/2
Answer9196: 1’1/9
Answer9197: 41
Answer9198: 8
Answer9199: 4’5/11
Answer9200: 14
Answer9201: 1’4/5
Answer9202: 11’2/7
Answer9203: 23
Answer9204: 18
Answer9205: 7’3/4
Answer9206: 11
Answer9207: 5
Answer9208: 1
Answer9209: 1’1/4
Answer9210: 1’1/3
Answer9211: 2
Answer9212: 10
Answer9213: 16
Answer9214: 16
Answer9215: 3’3/5
Answer9216: 2’3/4
Answer9217: 9
Answer9218: 4
Answer9219: 105
Answer9220: 89
Answer9221: 10
Answer9222: 5
Answer9223: 19
Answer9224: 8/63
Answer9225: 4/9
Answer9226: 3’6/7
Answer9227: 16
Answer9228: 14
Answer9229: 12
Answer9230: 1/4
Answer9231: 9’3/8
Answer9232: 5/6
Answer9233: 14’4/7
Answer9234: 20
Answer9235: 9
Answer9236: 4
Answer9237: 18
Answer9238: 6
Answer9239: 2/15
Answer9240: 24
Answer9241: 11
Answer9242: 1’3/8
Answer9243: 39
Answer9244: 3’2/3
Answer9245: 4/9
Answer9246: 1/5
Answer9247: 82
Answer9248: 35
Answer9249: 1’1/4
Answer9250: 1/4
Answer9251: 15
Answer9252: 25
Answer9253: 14
Answer9254: 30
Answer9255: 1
Answer9256: 6’2/7
Answer9257: 11
Answer9258: 784
Answer9259: 5’4/11
Answer9260: 3/4
Answer9261: 16
Answer9262: 2
Answer9263: 1/3
Answer9264: 108
Answer9265: 19
Answer9266: 9
Answer9267: 14
Answer9268: 13’1/2
Answer9269: 64
Answer9270: 9
Answer9271: 15
Answer9272: 45
Answer9273: 12
Answer9274: 11
Answer9275: 11’4/7
Answer9276: 16
Answer9277: 80
Answer9278: 5’2/5
Answer9279: 90
Answer9280: 9
Answer9281: 2’2/7
Answer9282: 18
Answer9283: 28
Answer9284: 1’3/4
Answer9285: 3’1/3
Answer9286: 4
Answer9287: 6
Answer9288: 6’3/4
Answer9289: 5
Answer9290: 33
Answer9291: 12
Answer9292: 15
Answer9293: 1/4
Answer9294: 1920
Answer9295: 8
Answer9296: 4
Answer9297: 2/5
Answer9298: 20
Answer9299: 14
Answer9300: 100
Answer9301: 6’1/2
Answer9302: 2’2/3
Answer9303: 8
Answer9304: 9/10
Answer9305: 1/27
Answer9306: 14/25
Answer9307: 7
Answer9308: 12
Answer9309: 7
Answer9310: 48
Answer9311: 7
Answer9312: 2
Answer9313: 40
Answer9314: 1’4/7
Answer9315: 2’2/3
Answer9316: 8
Answer9317: 77
Answer9318: 3
Answer9319: 16
Answer9320: 10
Answer9321: 6
Answer9322: 11
Answer9323: 11
Answer9324: 37
Answer9325: 6
Answer9326: 2
Answer9327: 1
Answer9328: 17
Answer9329: 256
Answer9330: 1
Answer9331: 1/27
Answer9332: 10’7/10
Answer9333: 37
Answer9334: 9’3/5
Answer9335: 10’1/4
Answer9336: 1/9
Answer9337: 30
Answer9338: 24
Answer9339: 106
Answer9340: 6’11/15
Answer9341: 96
Answer9342: 5/9
Answer9343: 13’1/2
Answer9344: 3
Answer9345: 6
Answer9346: 15’1/2
Answer9347: 2/15
Answer9348: 64
Answer9349: 80
Answer9350: 18
Answer9351: 10
Answer9352: 252
Answer9353: 1/5
Answer9354: 6
Answer9355: 80
Answer9356: 23
Answer9357: 1’1/5
Answer9358: 7
Answer9359: 6’1/9
Answer9360: 1/15
Answer9361: 8
Answer9362: 7
Answer9363: 15
Answer9364: 78
Answer9365: 4/5
Answer9366: 26’1/4
Answer9367: 57’1/7
Answer9368: 1
Answer9369: 6
Answer9370: 70
Answer9371: 1
Answer9372: 8’8/9
Answer9373: 5’1/5
Answer9374: 2’1/4
Answer9375: 4/25
Answer9376: 6’3/10
Answer9377: 200
Answer9378: 22’1/2
Answer9379: 1/2
Answer9380: 12
Answer9381: 7
Answer9382: 2’7/8
Answer9383: 3/7
Answer9384: 1
Answer9385: 10
Answer9386: 92
Answer9387: 3’2/5
Answer9388: 1
Answer9389: 3/4
Answer9390: 34
Answer9391: 27
Answer9392: 8
Answer9393: 4
Answer9394: 13
Answer9395: 630
Answer9396: 10
Answer9397: 10
Answer9398: 9
Answer9399: 4
Answer9400: 14
Answer9401: 4
Answer9402: 2’2/3
Answer9403: 3
Answer9404: 15
Answer9405: 154
Answer9406: 40
Answer9407: 3/7
Answer9408: 3
Answer9409: 4
Answer9410: 1
Answer9411: 18
Answer9412: 16’4/5
Answer9413: 5
Answer9414: 1’1/6
Answer9415: 23
Answer9416: 3/5
Answer9417: 5’3/10
Answer9418: 37
Answer9419: 47
Answer9420: 28’2/3
Answer9421: 14
Answer9422: 9
Answer9423: 3/5
Answer9424: 12
Answer9425: 192
Answer9426: 9
Answer9427: 9
Answer9428: 5/8
Answer9429: 1/9
Answer9430: 27
Answer9431: 35
Answer9432: 11
Answer9433: 4’1/2
Answer9434: 18
Answer9435: 10’5/9
Answer9436: 28
Answer9437: 6
Answer9438: 13
Answer9439: 7’1/10
Answer9440: 1’2/3
Answer9441: 6’7/8
Answer9442: 14
Answer9443: 8
Answer9444: 16
Answer9445: 12
Answer9446: 56
Answer9447: 4
Answer9448: 6’3/4
Answer9449: 36
Answer9450: 5
Answer9451: 2
Answer9452: 3’7/9
Answer9453: 2’1/2
Answer9454: 3
Answer9455: 9’1/3
Answer9456: 3
Answer9457: 1’1/10
Answer9458: 1
Answer9459: 1’1/8
Answer9460: 7
Answer9461: 1
Answer9462: 11
Answer9463: 12
Answer9464: 18
Answer9465: 8
Answer9466: 6
Answer9467: 4
Answer9468: 77
Answer9469: 6
Answer9470: 20
Answer9471: 266
Answer9472: 7/36
Answer9473: 67
Answer9474: 66
Answer9475: 13
Answer9476: 10
Answer9477: 11
Answer9478: 11
Answer9479: 11
Answer9480: 23
Answer9481: 5
Answer9482: 24
Answer9483: 10
Answer9484: 170
Answer9485: 40
Answer9486: 1
Answer9487: 1’1/2
Answer9488: 3
Answer9489: 12
Answer9490: 50
Answer9491: 50
Answer9492: 1’1/4
Answer9493: 4
Answer9494: 6’1/7
Answer9495: 9
Answer9496: 11
Answer9497: 240
Answer9498: 8’2/5
Answer9499: 6’5/7
Answer9500: 9
Answer9501: 9
Answer9502: 97
Answer9503: 2
Answer9504: 10
Answer9505: 1’1/2
Answer9506: 20
Answer9507: 13
Answer9508: 1/2
Answer9509: 13
Answer9510: 15
Answer9511: 2’1/2
Answer9512: 12
Answer9513: 3/8
Answer9514: 1
Answer9515: 10
Answer9516: 14
Answer9517: 11’2/3
Answer9518: 51
Answer9519: 10
Answer9520: 2’1/3
Answer9521: 10’9/10
Answer9522: 3
Answer9523: 3
Answer9524: 8’23/30
Answer9525: 6
Answer9526: 500
Answer9527: 40
Answer9528: 54
Answer9529: 1/2
Answer9530: 11’1/2
Answer9531: 35
Answer9532: 69
Answer9533: 18
Answer9534: 18
Answer9535: 18
Answer9536: 11
Answer9537: 6
Answer9538: 1
Answer9539: 1’1/3
Answer9540: 42
Answer9541: 21
Answer9542: 9
Answer9543: 2’1/2
Answer9544: 14
Answer9545: 67’1/2
Answer9546: 1’1/9
Answer9547: 4’1/2
Answer9548: 5
Answer9549: 51’2/3
Answer9550: 6’1/3
Answer9551: 88
Answer9552: 18
Answer9553: 4’3/5
Answer9554: 9
Answer9555: 18’2/3
Answer9556: 1
Answer9557: 50
Answer9558: 7’5/6
Answer9559: 1/18
Answer9560: 14
Answer9561: 43
Answer9562: 2/3
Answer9563: 84
Answer9564: 3/7
Answer9565: 11
Answer9566: 3
Answer9567: 3’1/3
Answer9568: 108
Answer9569: 4
Answer9570: 1/7
Answer9571: 1
Answer9572: 8
Answer9573: 15
Answer9574: 20
Answer9575: 56
Answer9576: 10
Answer9577: 3/10
Answer9578: 5’1/9
Answer9579: 800
Answer9580: 13
Answer9581: 6’2/3
Answer9582: 3
Answer9583: 48
Answer9584: 1/35
Answer9585: 2
Answer9586: 2’2/3
Answer9587: 1’1/2
Answer9588: 94
Answer9589: 240
Answer9590: 22
Answer9591: 11
Answer9592: 16
Answer9593: 6
Answer9594: 40
Answer9595: 5’1/2
Answer9596: 4’1/2
Answer9597: 2/5
Answer9598: 19
Answer9599: 10
Answer9600: 8
Answer9601: 405
Answer9602: 1’13/27
Answer9603: 7
Answer9604: 81
Answer9605: 57
Answer9606: 4
Answer9607: 11
Answer9608: 2/15
Answer9609: 1’2/3
Answer9610: 2
Answer9611: 10
Answer9612: 12
Answer9613: 2’1/2
Answer9614: 17
Answer9615: 5
Answer9616: 82
Answer9617: 3/4
Answer9618: 46
Answer9619: 14
Answer9620: 2
Answer9621: 1’4/5
Answer9622: 11
Answer9623: 24
Answer9624: 5’6/7
Answer9625: 81
Answer9626: 7’3/4
Answer9627: 6
Answer9628: 72
Answer9629: 190
Answer9630: 12
Answer9631: 17
Answer9632: 11
Answer9633: 1/10
Answer9634: 7
Answer9635: 8
Answer9636: 18
Answer9637: 80
Answer9638: 11
Answer9639: 15
Answer9640: 8
Answer9641: 1/11
Answer9642: 6’1/3
Answer9643: 13
Answer9644: 3
Answer9645: 4’1/4
Answer9646: 2’3/4
Answer9647: 7’1/5
Answer9648: 3’1/2
Answer9649: 11/16
Answer9650: 56
Answer9651: 20
Answer9652: 16
Answer9653: 11
Answer9654: 6
Answer9655: 8
Answer9656: 3
Answer9657: 3’1/2
Answer9658: 328
Answer9659: 18
Answer9660: 9/55
Answer9661: 16
Answer9662: 4/5
Answer9663: 46’2/7
Answer9664: 8
Answer9665: 16
Answer9666: 1’1/4
Answer9667: 9
Answer9668: 1’1/2
Answer9669: 16’2/5
Answer9670: 13
Answer9671: 8’1/3
Answer9672: 46
Answer9673: 11
Answer9674: 310
Answer9675: 5
Answer9676: 3
Answer9677: 16’3/5
Answer9678: 4’1/2
Answer9679: 7
Answer9680: 13
Answer9681: 53
Answer9682: 7
Answer9683: 48
Answer9684: 1
Answer9685: 1’1/3
Answer9686: 37
Answer9687: 1’3/7
Answer9688: 10
Answer9689: 12
Answer9690: 6’4/7
Answer9691: 1
Answer9692: 17’1/2
Answer9693: 1
Answer9694: 1
Answer9695: 12
Answer9696: 1/7
Answer9697: 16
Answer9698: 3
Answer9699: 5
Answer9700: 9’3/4
Answer9701: 64
Answer9702: 32
Answer9703: 26
Answer9704: 38
Answer9705: 7’4/9
Answer9706: 6
Answer9707: 11’1/3
Answer9708: 11
Answer9709: 1’1/8
Answer9710: 2
Answer9711: 6
Answer9712: 5’1/4
Answer9713: 1/4
Answer9714: 26
Answer9715: 6’1/5
Answer9716: 6
Answer9717: 25
Answer9718: 10
Answer9719: 3
Answer9720: 2
Answer9721: 5’5/7
Answer9722: 3’1/3
Answer9723: 80
Answer9724: 2/5
Answer9725: 18
Answer9726: 8/15
Answer9727: 10
Answer9728: 24
Answer9729: 78
Answer9730: 14
Answer9731: 6
Answer9732: 12
Answer9733: 12
Answer9734: 1’1/4
Answer9735: 33
Answer9736: 6
Answer9737: 49
Answer9738: 2
Answer9739: 15
Answer9740: 2430
Answer9741: 100
Answer9742: 4’1/2
Answer9743: 7/24
Answer9744: 12
Answer9745: 8
Answer9746: 32
Answer9747: 36
Answer9748: 6
Answer9749: 189
Answer9750: 6/7
Answer9751: 1’2/7
Answer9752: 13
Answer9753: 14
Answer9754: 1’3/4
Answer9755: 3/4
Answer9756: 5
Answer9757: 3’2/3
Answer9758: 5
Answer9759: 2’1/3
Answer9760: 13
Answer9761: 3/4
Answer9762: 60
Answer9763: 1/630
Answer9764: 92
Answer9765: 90
Answer9766: 4
Answer9767: 30
Answer9768: 1/10
Answer9769: 3
Answer9770: 50
Answer9771: 5
Answer9772: 2/3
Answer9773: 30
Answer9774: 19
Answer9775: 2/3
Answer9776: 5/8
Answer9777: 14
Answer9778: 3’5/7
Answer9779: 17
Answer9780: 6
Answer9781: 3
Answer9782: 8
Answer9783: 1
Answer9784: 15
Answer9785: 5/6
Answer9786: 8
Answer9787: 4/5
Answer9788: 5/6
Answer9789: 2
Answer9790: 11
Answer9791: 8’2/5
Answer9792: 1
Answer9793: 14
Answer9794: 7
Answer9795: 18/67
Answer9796: 3/7
Answer9797: 36
Answer9798: 1/4
Answer9799: 36
Answer9800: 7
Answer9801: 3
Answer9802: 69
Answer9803: 9
Answer9804: 3/8
Answer9805: 5’2/5
Answer9806: 1/2
Answer9807: 2
Answer9808: 24
Answer9809: 16
Answer9810: 3’1/3
Answer9811: 5
Answer9812: 8
Answer9813: 58
Answer9814: 56
Answer9815: 4’8/63
Answer9816: 6
Answer9817: 19
Answer9818: 19
Answer9819: 160
Answer9820: 480
Answer9821: 1’2/3
Answer9822: 10
Answer9823: 1’3/5
Answer9824: 8’2/7
